Date,Clock Time,Location,Severity,Vehicle Details,Causes,Highway Type,Count,Latitude,Longitude,Weather,Time Category
22-03-2023,18:00,Jharkhand,Fatal,Auto-rickshaw,Driving on Wrong side,National Highways under Other department,53,18.376801855215867,72.06850644149064,Foggy,Evening
13-05-2023,08:19,Karnataka,Accident,Tractor,Driving on Wrong side,National Highways under Other department,75,18.921526463576384,87.98079821391798,Clear,Morning
02-08-2023,09:06,Odisha,Accident,Truck,Use of Mobile Phone,National Highways under Other department,7,9.558585932118355,77.45733648424046,Foggy,Morning
30-11-2023,15:52,Odisha,Accident,Tractor,Fatigue,National Highways under Other department,33,21.117742982209194,79.31155752560949,Stormy,Afternoon
10-05-2023,08:39,Uttar Pradesh,Accident,Van,Driving on Wrong side,National Highways under State PWD,34,26.21317573299564,88.03063980350225,Clear,Morning
25-01-2023,17:04,Tamil Nadu,Fatal,Van,Drunk driving,National Highways under NHAI,84,24.89182285289247,72.00730656243414,Foggy,Evening
01-01-2023,16:10,West Bengal,Accident,Two-wheeler,Fatigue,National Highways under State PWD,13,20.139991102723094,86.3301061209074,Foggy,Afternoon
30-12-2023,21:51,Jammu and Kashmir,Fatal,Truck,Over-speeding,National Highways under State PWD,59,28.984177541087575,92.11392886408584,Clear,Night
22-05-2023,01:27,Andhra Pradesh,Accident,Car,Over-speeding,National Highways under NHAI,11,24.397275662869674,88.6653547557397,Clear,Night
24-05-2023,23:47,Punjab,Fatal,Two-wheeler,Driving on Wrong side,National Highways under NHAI,84,8.557220329349883,86.13338196259093,Clear,Night
02-03-2023,11:32,Andhra Pradesh,Fatal,Truck,Over-speeding,National Highways under State PWD,12,25.219907795637145,76.2945847501592,Rainy,Morning
01-10-2023,10:20,Jammu and Kashmir,Fatal,Truck,Fatigue,National Highways under NHAI,55,25.53082214518061,92.68468982261308,Rainy,Morning
18-06-2023,21:11,Telangana,Fatal,Tractor,Drunk driving,National Highways under Other department,75,20.17719564154931,88.38936016843871,Rainy,Night
23-09-2023,02:15,Chhattisgarh,Fatal,Van,Drunk driving,National Highways under State PWD,60,9.531212594756546,69.63890199609321,Rainy,Night
04-06-2023,10:20,Andhra Pradesh,Fatal,Truck,Fatigue,National Highways under NHAI,43,12.159413757406595,96.47558848809197,Clear,Morning
06-05-2023,16:44,Himachal Pradesh,Fatal,Truck,Drunk driving,National Highways under NHAI,28,34.84987156184471,70.77868406442713,Stormy,Afternoon
25-06-2023,11:49,Andaman and Nicobar Island,Accident,Car,Over-speeding,National Highways under State PWD,94,21.011126974450878,74.14422350958473,Stormy,Morning
04-11-2023,04:43,Goa,Accident,Car,Drunk driving,National Highways under State PWD,19,14.514401443882338,77.62835212324313,Clear,Night
15-12-2023,20:56,Haryana,Accident,Two-wheeler,Drunk driving,National Highways under Other department,30,34.676217654105,80.86384205318643,Clear,Evening
22-08-2023,09:03,Gujarat,Accident,Two-wheeler,Over-speeding,National Highways under NHAI,38,8.545719632396024,76.50128281529491,Rainy,Morning
30-09-2023,21:04,Madhya Pradesh,Accident,Truck,Fatigue,National Highways under Other department,71,23.34575311653762,86.47346517406424,Stormy,Night
01-04-2023,06:55,Madhya Pradesh,Accident,Bus,Driving on Wrong side,National Highways under Other department,46,29.40555808315616,80.77871495267095,Rainy,Morning
11-01-2023,21:48,Arunachal Pradesh,Fatal,Tractor,Use of Mobile Phone,National Highways under NHAI,4,17.142196064105143,75.72849356794197,Stormy,Night
01-09-2023,09:04,Jammu and Kashmir,Fatal,Car,Over-speeding,National Highways under Other department,3,30.096058121222764,83.85810114572521,Foggy,Morning
24-04-2023,03:34,Himachal Pradesh,Accident,Auto-rickshaw,Drunk driving,National Highways under NHAI,1,18.24910661090513,78.53757435986292,Rainy,Night
02-10-2023,13:15,Himachal Pradesh,Fatal,Two-wheeler,Drunk driving,National Highways under State PWD,70,23.292869524766267,83.04781972948156,Stormy,Afternoon
17-06-2023,22:00,Karnataka,Fatal,Bus,Over-speeding,National Highways under NHAI,42,18.416412065643016,75.29726110503162,Rainy,Night
29-08-2023,11:48,Himachal Pradesh,Fatal,Car,Use of Mobile Phone,National Highways under State PWD,24,31.329758095689407,69.19321364646457,Foggy,Morning
27-02-2023,19:12,Karnataka,Fatal,Truck,Drunk driving,National Highways under State PWD,35,30.028250425500328,87.42671546395039,Stormy,Evening
01-11-2023,05:29,Odisha,Accident,Car,Drunk driving,National Highways under State PWD,26,25.34068594495797,96.48115607392009,Stormy,Morning
27-12-2023,11:59,Assam,Accident,Tractor,Driving on Wrong side,National Highways under Other department,4,17.63881279807751,96.87588891750471,Foggy,Morning
04-03-2023,10:05,Tamil Nadu,Accident,Van,Fatigue,National Highways under NHAI,25,9.2796394339833,87.69533465454036,Rainy,Morning
24-10-2023,04:21,Andhra Pradesh,Fatal,Van,Driving on Wrong side,National Highways under Other department,17,27.64032511150822,82.46374326470202,Clear,Night
11-07-2023,11:54,Odisha,Accident,Bus,Drunk driving,National Highways under NHAI,83,9.338467083023954,93.51425429710898,Foggy,Morning
30-06-2023,07:48,Kerala,Accident,Tractor,Use of Mobile Phone,National Highways under NHAI,35,23.890017721707153,84.62125933376869,Rainy,Morning
22-04-2023,09:12,Andaman and Nicobar Island,Accident,Two-wheeler,Drunk driving,National Highways under Other department,61,22.610100704223743,71.7245775102897,Clear,Morning
04-04-2023,12:22,Rajasthan,Fatal,Car,Over-speeding,National Highways under NHAI,92,14.56754561956095,73.0641593653938,Stormy,Afternoon
26-06-2023,02:58,Andhra Pradesh,Fatal,Tractor,Drunk driving,National Highways under Other department,87,32.70980421842118,84.36971741146583,Stormy,Night
18-05-2023,18:44,Goa,Fatal,Car,Driving on Wrong side,National Highways under State PWD,61,26.66151430483308,90.84772358916149,Stormy,Evening
03-05-2023,20:10,Rajasthan,Fatal,Auto-rickshaw,Use of Mobile Phone,National Highways under Other department,95,8.251629287204395,75.20232382651588,Stormy,Evening
30-07-2023,03:13,Jharkhand,Fatal,Two-wheeler,Use of Mobile Phone,National Highways under NHAI,41,24.87652716660382,95.91179611469846,Foggy,Night
22-12-2023,22:39,Assam,Fatal,Auto-rickshaw,Driving on Wrong side,National Highways under NHAI,37,10.428391047478172,87.76304460625657,Clear,Night
31-03-2023,15:26,Odisha,Fatal,Tractor,Driving on Wrong side,National Highways under NHAI,91,31.566268097838883,68.91048884492288,Rainy,Afternoon
28-09-2023,04:16,Delhi,Accident,Tractor,Over-speeding,National Highways under NHAI,31,27.639285392441213,73.41997770104597,Stormy,Night
07-09-2023,14:45,Tamil Nadu,Fatal,Bus,Fatigue,National Highways under NHAI,83,13.376682072946636,96.69988707214767,Clear,Afternoon
10-01-2023,13:25,Himachal Pradesh,Fatal,Car,Driving on Wrong side,National Highways under State PWD,83,29.703695564025306,90.13781410217479,Clear,Afternoon
22-02-2023,20:00,Punjab,Accident,Bus,Fatigue,National Highways under NHAI,80,11.099432009731352,81.0953076335615,Foggy,Evening
16-10-2023,16:47,Karnataka,Fatal,Van,Fatigue,National Highways under NHAI,73,19.69781056599295,80.87905094257624,Rainy,Afternoon
28-09-2023,08:12,Telangana,Fatal,Tractor,Drunk driving,National Highways under NHAI,3,19.94535995698817,71.51868834565545,Clear,Morning
27-11-2023,21:20,Jammu and Kashmir,Accident,Van,Driving on Wrong side,National Highways under Other department,41,28.45528981189435,96.56362980544314,Clear,Night
07-12-2023,07:58,Telangana,Fatal,Truck,Fatigue,National Highways under State PWD,58,8.007794836387372,90.91559768550084,Foggy,Morning
05-11-2023,04:24,Telangana,Fatal,Bus,Over-speeding,National Highways under NHAI,43,19.83326112195822,91.7314417998605,Rainy,Night
02-09-2023,04:03,Odisha,Accident,Auto-rickshaw,Over-speeding,National Highways under State PWD,80,26.922092042070208,76.70017553279207,Stormy,Night
21-02-2023,05:15,Delhi,Fatal,Car,Fatigue,National Highways under NHAI,93,29.535593693523865,87.37295916706326,Rainy,Morning
17-08-2023,02:40,Karnataka,Accident,Truck,Fatigue,National Highways under Other department,94,34.48536786983563,92.73600074284437,Rainy,Night
29-01-2023,06:53,Jammu and Kashmir,Accident,Tractor,Over-speeding,National Highways under State PWD,96,14.548525501657888,80.06847496355248,Foggy,Morning
21-03-2023,14:52,Tamil Nadu,Fatal,Two-wheeler,Drunk driving,National Highways under NHAI,27,21.77171325791422,90.5331350857863,Stormy,Afternoon
05-08-2023,00:27,Tamil Nadu,Accident,Car,Driving on Wrong side,National Highways under State PWD,33,13.154657363907502,69.75148289131302,Foggy,Night
10-04-2023,02:22,Chhattisgarh,Fatal,Two-wheeler,Driving on Wrong side,National Highways under Other department,44,30.04673150108324,94.89364105676398,Rainy,Night
14-11-2023,14:35,Arunachal Pradesh,Accident,Two-wheeler,Driving on Wrong side,National Highways under Other department,37,28.573443850753815,76.38635856227577,Foggy,Afternoon
24-05-2023,17:38,Delhi,Fatal,Two-wheeler,Driving on Wrong side,National Highways under Other department,74,26.07379136385084,79.31391915875636,Stormy,Evening
23-10-2023,14:53,Arunachal Pradesh,Fatal,Truck,Driving on Wrong side,National Highways under State PWD,25,32.62042350053275,70.07433846902958,Stormy,Afternoon
02-01-2023,19:00,Tamil Nadu,Fatal,Car,Fatigue,National Highways under State PWD,52,17.465231709938767,72.74738396499066,Stormy,Evening
18-04-2023,09:52,Assam,Accident,Auto-rickshaw,Over-speeding,National Highways under Other department,59,20.079003814768626,73.73359644796861,Clear,Morning
03-05-2023,09:50,Chandigarh,Accident,Car,Drunk driving,National Highways under NHAI,10,16.22430584415111,88.79569173849205,Stormy,Morning
25-12-2023,07:17,Maharashtra,Fatal,Bus,Over-speeding,National Highways under State PWD,77,14.067431915886527,84.99664415914407,Rainy,Morning
23-01-2023,23:44,Andhra Pradesh,Accident,Van,Over-speeding,National Highways under State PWD,96,18.054483280999285,68.61439447984579,Foggy,Night
02-02-2023,09:01,Assam,Accident,Van,Use of Mobile Phone,National Highways under State PWD,24,21.98593665565744,90.45541472219658,Stormy,Morning
25-08-2023,15:55,Rajasthan,Accident,Van,Driving on Wrong side,National Highways under NHAI,71,15.267225361094688,92.71922193140668,Rainy,Afternoon
18-10-2023,03:24,Maharashtra,Accident,Two-wheeler,Use of Mobile Phone,National Highways under NHAI,46,22.339578132684565,68.75638243596555,Stormy,Night
03-08-2023,08:50,Maharashtra,Fatal,Car,Drunk driving,National Highways under Other department,78,29.984851887452002,92.23158735207527,Stormy,Morning
23-04-2023,15:24,Maharashtra,Accident,Two-wheeler,Driving on Wrong side,National Highways under NHAI,28,15.150442327495043,81.52255985389839,Stormy,Afternoon
08-10-2023,02:37,Uttar Pradesh,Accident,Auto-rickshaw,Use of Mobile Phone,National Highways under Other department,33,19.17087588631531,78.4226678684102,Clear,Night
05-06-2023,11:09,Rajasthan,Accident,Bus,Fatigue,National Highways under NHAI,20,29.02545991961564,94.36469090742203,Stormy,Morning
03-04-2023,12:02,West Bengal,Accident,Car,Fatigue,National Highways under State PWD,10,32.773005744024985,83.29500525409338,Foggy,Afternoon
13-05-2023,09:25,Andhra Pradesh,Accident,Van,Driving on Wrong side,National Highways under State PWD,22,18.72303034812403,69.47417550332223,Foggy,Morning
02-08-2023,03:27,Arunachal Pradesh,Fatal,Bus,Use of Mobile Phone,National Highways under Other department,45,19.075385547714376,78.07213962442844,Stormy,Night
20-11-2023,15:45,Telangana,Accident,Truck,Drunk driving,National Highways under State PWD,98,31.08224626727681,81.54650114429026,Clear,Afternoon
26-09-2023,00:29,Maharashtra,Accident,Bus,Use of Mobile Phone,National Highways under State PWD,8,31.318866734904752,92.51687543761804,Rainy,Night
24-08-2023,04:58,Gujarat,Fatal,Car,Use of Mobile Phone,National Highways under Other department,39,12.916277901074606,77.24563356288137,Stormy,Night
10-01-2023,10:19,Bihar,Fatal,Truck,Use of Mobile Phone,National Highways under State PWD,97,14.379872528675303,80.99438798014651,Foggy,Morning
07-01-2023,20:10,Andaman and Nicobar Island,Accident,Two-wheeler,Over-speeding,National Highways under Other department,93,8.491892950238844,86.72785285099535,Stormy,Evening
11-04-2023,00:01,Chhattisgarh,Fatal,Truck,Driving on Wrong side,National Highways under NHAI,17,25.50329714446888,95.38511166250676,Foggy,Night
26-10-2023,13:49,Odisha,Accident,Bus,Drunk driving,National Highways under State PWD,48,19.30893362762921,95.32647963525785,Stormy,Afternoon
06-06-2023,03:36,Andaman and Nicobar Island,Accident,Two-wheeler,Over-speeding,National Highways under Other department,45,17.177903870291928,79.15788139620946,Foggy,Night
13-06-2023,14:29,Odisha,Fatal,Truck,Over-speeding,National Highways under State PWD,20,24.99480547398785,95.59210675666876,Foggy,Afternoon
09-10-2023,10:34,West Bengal,Accident,Truck,Driving on Wrong side,National Highways under State PWD,44,19.019344485086524,80.60349617511349,Stormy,Morning
06-08-2023,09:40,Assam,Fatal,Truck,Driving on Wrong side,National Highways under NHAI,82,31.94364256119621,70.46353177843017,Foggy,Morning
13-02-2023,01:48,Goa,Accident,Bus,Driving on Wrong side,National Highways under NHAI,33,13.445564605194182,75.68800233803229,Rainy,Night
07-06-2023,12:10,Haryana,Fatal,Tractor,Use of Mobile Phone,National Highways under Other department,93,26.40504669208436,74.39263401314116,Rainy,Afternoon
06-06-2023,06:19,Madhya Pradesh,Fatal,Car,Use of Mobile Phone,National Highways under NHAI,8,31.829594056437447,90.69899063692783,Rainy,Morning
08-10-2023,00:12,West Bengal,Accident,Auto-rickshaw,Driving on Wrong side,National Highways under NHAI,46,26.20415142447108,95.3060880788583,Rainy,Night
12-11-2023,07:01,Chhattisgarh,Fatal,Car,Driving on Wrong side,National Highways under State PWD,42,28.40839098470214,88.889620156049,Rainy,Morning
08-10-2023,15:10,Goa,Fatal,Car,Fatigue,National Highways under Other department,72,9.624749495630128,68.90061038612885,Foggy,Afternoon
10-09-2023,06:29,Haryana,Fatal,Truck,Over-speeding,National Highways under Other department,67,15.361578802699603,81.44426967175929,Foggy,Morning
02-07-2023,07:02,Andaman and Nicobar Island,Accident,Car,Fatigue,National Highways under NHAI,11,29.803963431603986,93.29600726216792,Stormy,Morning
07-04-2023,07:30,Delhi,Fatal,Bus,Driving on Wrong side,National Highways under NHAI,23,32.700229514431236,94.00401146805704,Clear,Morning
26-12-2023,23:24,Arunachal Pradesh,Accident,Car,Over-speeding,National Highways under NHAI,42,20.60775347938224,71.89944536698388,Stormy,Night
13-09-2023,23:18,Karnataka,Accident,Two-wheeler,Driving on Wrong side,National Highways under NHAI,71,16.340116378488858,77.16845836616783,Stormy,Night
30-08-2023,14:53,Gujarat,Fatal,Car,Fatigue,National Highways under State PWD,2,22.820767740059445,76.57214606944903,Foggy,Afternoon
14-07-2023,03:12,Rajasthan,Fatal,Tractor,Use of Mobile Phone,National Highways under Other department,62,26.295844173396066,74.04967194646561,Clear,Night
01-02-2023,01:39,Haryana,Accident,Truck,Use of Mobile Phone,National Highways under NHAI,6,21.00277452979421,82.31943063441295,Foggy,Night
06-02-2023,20:22,Odisha,Accident,Van,Drunk driving,National Highways under NHAI,79,26.09507854356942,80.08996732845583,Stormy,Evening
31-05-2023,07:38,Uttar Pradesh,Accident,Two-wheeler,Over-speeding,National Highways under Other department,15,18.134093492817087,83.1520805650007,Stormy,Morning
08-07-2023,02:23,West Bengal,Fatal,Two-wheeler,Use of Mobile Phone,National Highways under NHAI,35,14.187644259099088,71.24531330500977,Foggy,Night
21-05-2023,23:02,Chhattisgarh,Accident,Two-wheeler,Use of Mobile Phone,National Highways under NHAI,16,11.402163961513734,73.71820588985733,Rainy,Night
29-01-2023,13:51,Jharkhand,Fatal,Bus,Use of Mobile Phone,National Highways under Other department,2,25.255665797370987,74.6428635968389,Foggy,Afternoon
18-07-2023,05:58,Chandigarh,Fatal,Truck,Drunk driving,National Highways under Other department,42,26.897430659793265,78.67030692135502,Foggy,Morning
07-05-2023,19:47,Rajasthan,Fatal,Car,Drunk driving,National Highways under Other department,91,11.285733725207628,85.66274595336863,Stormy,Evening
20-01-2023,23:59,Delhi,Accident,Two-wheeler,Drunk driving,National Highways under State PWD,11,9.150466441174206,80.64911474028648,Foggy,Night
22-07-2023,05:06,Jharkhand,Accident,Tractor,Over-speeding,National Highways under Other department,97,30.722792793051813,80.19768492332128,Foggy,Morning
06-12-2023,08:04,Odisha,Accident,Car,Over-speeding,National Highways under Other department,76,21.094248885689005,95.03484463555496,Foggy,Morning
27-12-2023,14:43,Odisha,Accident,Auto-rickshaw,Over-speeding,National Highways under NHAI,73,15.596469155410913,72.15467508020168,Stormy,Afternoon
26-12-2023,00:49,Chhattisgarh,Accident,Truck,Use of Mobile Phone,National Highways under Other department,29,24.45907833835396,96.98706332539004,Clear,Night
04-08-2023,14:50,Chhattisgarh,Accident,Truck,Drunk driving,National Highways under Other department,70,12.159535376302252,82.4929746044089,Foggy,Afternoon
16-10-2023,02:41,West Bengal,Accident,Tractor,Fatigue,National Highways under Other department,11,17.709370135131103,75.91910044428049,Rainy,Night
12-09-2023,00:21,Rajasthan,Accident,Two-wheeler,Use of Mobile Phone,National Highways under Other department,51,12.712287494938103,94.05365466801243,Foggy,Night
31-07-2023,23:44,Chandigarh,Accident,Car,Drunk driving,National Highways under Other department,34,13.824168034312175,72.45968945414492,Rainy,Night
16-10-2023,06:03,Delhi,Fatal,Two-wheeler,Fatigue,National Highways under State PWD,92,12.448892486557558,84.26313379670212,Stormy,Morning
21-01-2023,02:53,Tamil Nadu,Fatal,Truck,Driving on Wrong side,National Highways under State PWD,64,9.784898203678134,70.4061973424699,Clear,Night
31-01-2023,06:51,Karnataka,Fatal,Auto-rickshaw,Use of Mobile Phone,National Highways under NHAI,78,25.833783403890756,79.08056428005025,Stormy,Morning
24-05-2023,01:54,Madhya Pradesh,Accident,Tractor,Fatigue,National Highways under State PWD,27,34.355362268494886,82.99898851556657,Stormy,Night
04-10-2023,03:29,Delhi,Accident,Bus,Use of Mobile Phone,National Highways under NHAI,41,15.367509448291813,80.6393479516779,Stormy,Night
22-03-2023,22:46,Chandigarh,Accident,Bus,Over-speeding,National Highways under NHAI,79,9.615889128002692,68.60096322284095,Stormy,Night
14-12-2023,05:01,Maharashtra,Accident,Van,Use of Mobile Phone,National Highways under NHAI,31,9.064022518558831,71.34478160721889,Stormy,Morning
24-09-2023,23:18,Punjab,Fatal,Car,Over-speeding,National Highways under NHAI,85,12.474114267507916,78.41755857795332,Stormy,Night
27-07-2023,14:29,Assam,Fatal,Auto-rickshaw,Over-speeding,National Highways under State PWD,75,16.57848316873589,91.47546896142309,Clear,Afternoon
28-10-2023,00:36,Arunachal Pradesh,Fatal,Van,Over-speeding,National Highways under Other department,30,18.210271130397576,70.52477993944905,Rainy,Night
07-04-2023,00:00,Jammu and Kashmir,Accident,Bus,Fatigue,National Highways under Other department,37,11.102060668207308,84.47468662420121,Clear,Night
01-11-2023,15:08,Bihar,Accident,Two-wheeler,Drunk driving,National Highways under NHAI,42,15.439650830320108,83.6249261270323,Stormy,Afternoon
06-09-2023,02:56,Chandigarh,Accident,Auto-rickshaw,Over-speeding,National Highways under NHAI,54,10.50052206907613,80.31278412015673,Rainy,Night
06-03-2023,13:26,Jammu and Kashmir,Accident,Tractor,Driving on Wrong side,National Highways under NHAI,95,21.27739345536036,74.26300141178154,Stormy,Afternoon
16-01-2023,23:00,Gujarat,Accident,Two-wheeler,Driving on Wrong side,National Highways under NHAI,94,9.484257573754226,82.17219929120411,Clear,Night
11-07-2023,03:44,Delhi,Accident,Bus,Driving on Wrong side,National Highways under State PWD,72,17.20688786864684,95.8497041232884,Stormy,Night
16-01-2023,10:27,Chandigarh,Accident,Two-wheeler,Fatigue,National Highways under State PWD,40,14.621516344408473,74.72928233547165,Rainy,Morning
18-02-2023,20:20,Jammu and Kashmir,Accident,Car,Use of Mobile Phone,National Highways under Other department,7,27.50287697615154,94.92698889064077,Stormy,Evening
09-06-2023,06:34,Tamil Nadu,Fatal,Two-wheeler,Driving on Wrong side,National Highways under Other department,42,27.47059933080972,73.13620055481748,Rainy,Morning
23-03-2023,13:10,Assam,Fatal,Van,Drunk driving,National Highways under State PWD,71,24.661271616836707,76.08220758963628,Foggy,Afternoon
02-10-2023,01:48,Tamil Nadu,Accident,Van,Over-speeding,National Highways under NHAI,8,19.14813740863467,75.93185148013292,Clear,Night
26-11-2023,00:29,Uttar Pradesh,Accident,Car,Use of Mobile Phone,National Highways under State PWD,98,14.158493389369163,77.30919959493627,Stormy,Night
23-01-2023,15:00,Punjab,Fatal,Auto-rickshaw,Fatigue,National Highways under NHAI,68,15.531515705960299,86.70307900432971,Clear,Afternoon
03-12-2023,18:21,Punjab,Accident,Bus,Drunk driving,National Highways under NHAI,7,14.324634269772613,69.16883218225706,Rainy,Evening
20-05-2023,12:40,Gujarat,Accident,Two-wheeler,Drunk driving,National Highways under State PWD,6,26.28368053529758,69.55055099215566,Clear,Afternoon
27-03-2023,14:14,West Bengal,Accident,Auto-rickshaw,Use of Mobile Phone,National Highways under State PWD,20,15.373007382088417,91.48258475911825,Foggy,Afternoon
13-07-2023,15:02,Himachal Pradesh,Accident,Bus,Driving on Wrong side,National Highways under State PWD,99,28.267529692101327,91.81989687850086,Rainy,Afternoon
16-03-2023,05:05,Punjab,Accident,Auto-rickshaw,Over-speeding,National Highways under NHAI,41,29.331810716553733,69.45500245577261,Foggy,Morning
19-08-2023,11:23,Haryana,Accident,Bus,Over-speeding,National Highways under State PWD,76,23.061309483822832,88.90513598759519,Rainy,Morning
04-11-2023,06:19,Arunachal Pradesh,Fatal,Tractor,Driving on Wrong side,National Highways under State PWD,4,31.954611401325213,84.17774311383282,Rainy,Morning
11-05-2023,22:56,Andhra Pradesh,Accident,Bus,Drunk driving,National Highways under NHAI,70,23.55612187657358,94.3270584415154,Clear,Night
03-04-2023,20:59,Tamil Nadu,Accident,Van,Fatigue,National Highways under NHAI,43,22.605610119136145,80.3562035705502,Foggy,Evening
23-09-2023,12:36,Tamil Nadu,Accident,Two-wheeler,Over-speeding,National Highways under Other department,35,11.362670618458385,72.57821228567433,Stormy,Afternoon
21-07-2023,17:14,Haryana,Fatal,Two-wheeler,Drunk driving,National Highways under State PWD,23,15.551279342217438,85.11004566684636,Stormy,Evening
29-09-2023,19:59,Goa,Accident,Tractor,Fatigue,National Highways under NHAI,54,19.809877188674513,91.04924598608866,Clear,Evening
08-11-2023,01:03,West Bengal,Fatal,Bus,Driving on Wrong side,National Highways under NHAI,5,18.203248161877667,81.1885478514918,Stormy,Night
16-07-2023,16:19,Karnataka,Fatal,Car,Driving on Wrong side,National Highways under Other department,64,33.46657009395393,69.00306440360029,Clear,Afternoon
19-11-2023,12:45,Haryana,Accident,Bus,Drunk driving,National Highways under Other department,12,13.575821688355173,94.67652291123024,Foggy,Afternoon
09-05-2023,21:45,Karnataka,Accident,Car,Over-speeding,National Highways under NHAI,62,31.63437030316979,70.34468381206581,Clear,Night
17-08-2023,15:45,Uttar Pradesh,Accident,Truck,Driving on Wrong side,National Highways under Other department,22,12.02632608797867,78.61696807367478,Rainy,Afternoon
09-01-2023,22:01,Arunachal Pradesh,Accident,Two-wheeler,Driving on Wrong side,National Highways under NHAI,33,25.931905923587284,72.51314766465174,Clear,Night
19-01-2023,19:41,Jammu and Kashmir,Accident,Bus,Fatigue,National Highways under State PWD,80,12.952889264237896,89.62291026495079,Rainy,Evening
21-06-2023,06:31,Kerala,Fatal,Bus,Driving on Wrong side,National Highways under NHAI,2,26.150382291915648,87.35329267978197,Rainy,Morning
26-10-2023,14:49,Bihar,Fatal,Van,Fatigue,National Highways under State PWD,45,17.72350343164455,77.86205420604628,Stormy,Afternoon
09-12-2023,11:31,Rajasthan,Accident,Bus,Driving on Wrong side,National Highways under NHAI,76,11.560716949666864,69.48945657618862,Rainy,Morning
23-10-2023,11:06,Punjab,Fatal,Bus,Use of Mobile Phone,National Highways under Other department,75,26.956403389895456,91.94740878652078,Stormy,Morning
04-05-2023,05:30,Madhya Pradesh,Fatal,Van,Use of Mobile Phone,National Highways under NHAI,7,32.29733107607475,81.75768473897526,Foggy,Morning
15-10-2023,00:00,Chandigarh,Fatal,Bus,Fatigue,National Highways under Other department,42,32.86876833021011,91.22755511180611,Rainy,Night
10-03-2023,12:56,Madhya Pradesh,Fatal,Two-wheeler,Drunk driving,National Highways under State PWD,9,16.65985813286675,84.931300482446,Rainy,Afternoon
28-06-2023,14:48,Haryana,Fatal,Truck,Driving on Wrong side,National Highways under Other department,65,13.782417193882644,91.60183743419223,Foggy,Afternoon
08-02-2023,18:04,Gujarat,Accident,Van,Use of Mobile Phone,National Highways under NHAI,43,20.34479841880848,75.92225373374153,Clear,Evening
29-05-2023,01:31,West Bengal,Fatal,Tractor,Drunk driving,National Highways under Other department,26,13.255910288015023,76.53330444503467,Stormy,Night
13-05-2023,03:20,Telangana,Fatal,Two-wheeler,Fatigue,National Highways under NHAI,99,20.726506526585894,75.84178992862745,Rainy,Night
16-03-2023,05:24,Andaman and Nicobar Island,Accident,Van,Use of Mobile Phone,National Highways under State PWD,9,20.197167131946983,76.69145398902143,Stormy,Morning
25-03-2023,18:51,Haryana,Fatal,Bus,Drunk driving,National Highways under NHAI,54,31.984661642197405,75.59097099494215,Foggy,Evening
02-12-2023,15:24,Kerala,Fatal,Van,Use of Mobile Phone,National Highways under Other department,66,10.714577195390085,75.65852164598522,Foggy,Afternoon
07-11-2023,21:58,Karnataka,Fatal,Two-wheeler,Driving on Wrong side,National Highways under State PWD,46,29.40420308495663,83.97515571140421,Stormy,Night
30-06-2023,12:12,West Bengal,Accident,Two-wheeler,Over-speeding,National Highways under State PWD,72,10.69181910526629,83.92361960553053,Stormy,Afternoon
24-02-2023,15:35,Rajasthan,Accident,Truck,Driving on Wrong side,National Highways under NHAI,50,34.214994761889045,72.9020003159792,Foggy,Afternoon
26-05-2023,04:21,Chhattisgarh,Fatal,Bus,Use of Mobile Phone,National Highways under State PWD,41,13.606050911334787,82.03206316060424,Foggy,Night
20-07-2023,03:32,Himachal Pradesh,Accident,Auto-rickshaw,Fatigue,National Highways under Other department,21,18.97869130679302,85.59799813892454,Rainy,Night
10-03-2023,14:45,Madhya Pradesh,Accident,Van,Use of Mobile Phone,National Highways under Other department,82,18.396638264499547,96.16375072068527,Clear,Afternoon
07-08-2023,00:31,Jharkhand,Fatal,Van,Drunk driving,National Highways under Other department,16,8.542776852473022,92.7662061725361,Clear,Night
10-05-2023,03:46,Kerala,Accident,Van,Driving on Wrong side,National Highways under NHAI,89,31.729643075335666,93.7251701483302,Stormy,Night
03-06-2023,16:30,Madhya Pradesh,Fatal,Tractor,Fatigue,National Highways under State PWD,59,32.54112090897335,82.77511226529255,Stormy,Afternoon
09-11-2023,05:18,Uttar Pradesh,Fatal,Auto-rickshaw,Drunk driving,National Highways under Other department,28,25.49773497785915,81.92297111785824,Rainy,Morning
14-02-2023,17:46,Andaman and Nicobar Island,Accident,Bus,Driving on Wrong side,National Highways under NHAI,7,23.857248227869984,88.48534504980393,Clear,Evening
06-06-2023,17:02,West Bengal,Fatal,Van,Driving on Wrong side,National Highways under State PWD,97,30.396278391921157,89.03759667246909,Foggy,Evening
10-01-2023,18:36,Jammu and Kashmir,Fatal,Car,Drunk driving,National Highways under State PWD,19,15.446543044305628,75.98281410863744,Stormy,Evening
26-01-2023,05:57,Assam,Fatal,Two-wheeler,Driving on Wrong side,National Highways under NHAI,48,31.840355094316635,92.82139482981923,Clear,Morning
01-05-2023,10:33,Telangana,Fatal,Auto-rickshaw,Fatigue,National Highways under NHAI,85,14.660513206890842,75.20200847922231,Foggy,Morning
05-04-2023,17:20,Bihar,Accident,Bus,Fatigue,National Highways under Other department,15,23.900517200631537,82.78784090812223,Stormy,Evening
23-12-2023,21:30,Andhra Pradesh,Accident,Two-wheeler,Use of Mobile Phone,National Highways under Other department,51,13.765469279768901,84.23815530780114,Rainy,Night
